orderName;familyName;scientificName;redlistCategory
CARCHARHINIFORMES;PENTANCHIDAE;Apristurus parvipinnis;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Apristurus pinguis;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Apristurus platyrhynchus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Apristurus profundorum;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Apristurus riveri;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Apristurus saldanha;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Apristurus sibogae;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Apristurus sinensis;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Apristurus spongiceps;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Apristurus stenseni;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Apristurus yangi;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Asymbolus analis;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Asymbolus funebris;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Asymbolus galacticus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Asymbolus occiduus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Asymbolus pallidus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Asymbolus parvus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Asymbolus rubiginosus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Asymbolus submaculatus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Asymbolus vincenti;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus alcockii;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus bachi;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus canescens;Vulnerable
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus clevai;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus dawsoni;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus giddingsi;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus hispidus;Near Threatened
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus immaculatus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus incanus;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus lutarius;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus naylori;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus stewarti;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus tenuicephalus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Bythaelurus vivaldii;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Cephalurus cephalus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Figaro boardmani;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Figaro striatus;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Galeus antillensis;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Galeus arae;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Galeus atlanticus;Near Threatened
CARCHARHINIFORMES;PENTANCHIDAE;Galeus cadenati;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Galeus corriganae;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Galeus eastmani;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Galeus gracilis;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Galeus longirostris;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Galeus melastomus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Galeus mincaronei;Vulnerable
CARCHARHINIFORMES;PENTANCHIDAE;Galeus murinus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Galeus nipponensis;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Galeus piperatus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Galeus polli;Vulnerable
CARCHARHINIFORMES;PENTANCHIDAE;Galeus priapus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Galeus sauteri;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Galeus schultzi;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Galeus springeri;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Halaelurus boesemani;Vulnerable
CARCHARHINIFORMES;PENTANCHIDAE;Halaelurus buergeri;Endangered
CARCHARHINIFORMES;PENTANCHIDAE;Halaelurus lineatus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Halaelurus maculosus;Near Threatened
CARCHARHINIFORMES;PENTANCHIDAE;Halaelurus natalensis;Vulnerable
CARCHARHINIFORMES;PENTANCHIDAE;Halaelurus quagga;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Halaelurus sellus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Haploblepharus edwardsii;Endangered
CARCHARHINIFORMES;PENTANCHIDAE;Haploblepharus fuscus;Vulnerable
CARCHARHINIFORMES;PENTANCHIDAE;Haploblepharus kistnasamyi;Vulnerable
CARCHARHINIFORMES;PENTANCHIDAE;Haploblepharus pictus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Holohalaelurus favus;Endangered
CARCHARHINIFORMES;PENTANCHIDAE;Holohalaelurus grennian;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Holohalaelurus melanostigma;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Holohalaelurus punctatus;Endangered
CARCHARHINIFORMES;PENTANCHIDAE;Holohalaelurus regani;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Parmaturus albimarginatus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Parmaturus albipenis;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Parmaturus angelae;Vulnerable
CARCHARHINIFORMES;PENTANCHIDAE;Parmaturus bigus;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Parmaturus campechiensis;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Parmaturus lanatus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Parmaturus macmillani;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Parmaturus melanobranchus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Parmaturus nigripalatum;Data Deficient
CARCHARHINIFORMES;PENTANCHIDAE;Parmaturus pilosus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Parmaturus xaniurus;Least Concern
CARCHARHINIFORMES;PENTANCHIDAE;Pentanchus profundicolus;Least Concern
PRISTIOPHORIFORMES;PRISTIOPHORIDAE;Pliotrema annae;Data Deficient
PRISTIOPHORIFORMES;PRISTIOPHORIDAE;Pliotrema kajae;Data Deficient
PRISTIOPHORIFORMES;PRISTIOPHORIDAE;Pliotrema warreni;Least Concern
PRISTIOPHORIFORMES;PRISTIOPHORIDAE;Pristiophorus cirratus;Least Concern
PRISTIOPHORIFORMES;PRISTIOPHORIDAE;Pristiophorus delicatus;Least Concern
PRISTIOPHORIFORMES;PRISTIOPHORIDAE;Pristiophorus japonicus;Least Concern
PRISTIOPHORIFORMES;PRISTIOPHORIDAE;Pristiophorus lanae;Near Threatened
PRISTIOPHORIFORMES;PRISTIOPHORIDAE;Pristiophorus nancyae;Least Concern
PRISTIOPHORIFORMES;PRISTIOPHORIDAE;Pristiophorus nudipinnis;Least Concern
PRISTIOPHORIFORMES;PRISTIOPHORIDAE;Pristiophorus schroederi;Least Concern
CARCHARHINIFORMES;PROSCYLLIIDAE;Ctenacis fehlmanni;Least Concern
CARCHARHINIFORMES;PROSCYLLIIDAE;Eridacnis barbouri;Least Concern
CARCHARHINIFORMES;PROSCYLLIIDAE;Eridacnis radcliffei;Least Concern
CARCHARHINIFORMES;PROSCYLLIIDAE;Eridacnis sinuans;Least Concern
CARCHARHINIFORMES;PROSCYLLIIDAE;Proscyllium habereri;Vulnerable
CARCHARHINIFORMES;PROSCYLLIIDAE;Proscyllium magnificum;Near Threatened
LAMNIFORMES;PSEUDOCARCHARIIDAE;Pseudocarcharias kamoharai;Least Concern
CARCHARHINIFORMES;PSEUDOTRIAKIDAE;Gollum attenuatus;Least Concern
CARCHARHINIFORMES;PSEUDOTRIAKIDAE;Gollum suluensis;Least Concern
CARCHARHINIFORMES;PSEUDOTRIAKIDAE;Planonasus indicus;Data Deficient
CARCHARHINIFORMES;PSEUDOTRIAKIDAE;Planonasus parini;Least Concern
CARCHARHINIFORMES;PSEUDOTRIAKIDAE;Pseudotriakis microdon;Least Concern
ORECTOLOBIFORMES;RHINCODONTIDAE;Rhincodon typus;Endangered
CHIMAERIFORMES;RHINOCHIMAERIDAE;Harriotta haeckeli;Least Concern
CHIMAERIFORMES;RHINOCHIMAERIDAE;Harriotta raleighana;Least Concern
CHIMAERIFORMES;RHINOCHIMAERIDAE;Neoharriotta carri;Near Threatened
CHIMAERIFORMES;RHINOCHIMAERIDAE;Neoharriotta pinnata;Near Threatened
CHIMAERIFORMES;RHINOCHIMAERIDAE;Neoharriotta pumila;Least Concern
CHIMAERIFORMES;RHINOCHIMAERIDAE;Rhinochimaera africana;Data Deficient
CHIMAERIFORMES;RHINOCHIMAERIDAE;Rhinochimaera atlantica;Least Concern
CHIMAERIFORMES;RHINOCHIMAERIDAE;Rhinochimaera pacifica;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Akheilos suwartanai;Data Deficient
CARCHARHINIFORMES;SCYLIORHINIDAE;Atelomycterus baliensis;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Atelomycterus erdmanni;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Atelomycterus fasciatus;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Atelomycterus macleayi;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Atelomycterus marmoratus;Near Threatened
CARCHARHINIFORMES;SCYLIORHINIDAE;Atelomycterus marnkalha;Data Deficient
CARCHARHINIFORMES;SCYLIORHINIDAE;Aulohalaelurus kanakorum;Data Deficient
CARCHARHINIFORMES;SCYLIORHINIDAE;Aulohalaelurus labiosus;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium albipinnum;Critically Endangered
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium cooki;Data Deficient
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium fasciatum;Critically Endangered
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium formosanum;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium hiscosellum;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium isabellum;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium laticeps;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium pictum;Data Deficient
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium sarawakensis;Critically Endangered
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium signourum;Data Deficient
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium silasi;Critically Endangered
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium speccum;Data Deficient
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium stevensi;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium sufflans;Near Threatened
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium umbratile;Near Threatened
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium variegatum;Near Threatened
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium ventriosum;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Cephaloscyllium zebrum;Data Deficient
CARCHARHINIFORMES;SCYLIORHINIDAE;Poroderma africanum;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Poroderma pantherinum;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Schroederichthys bivius;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Schroederichthys chilensis;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Schroederichthys maculatus;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Schroederichthys saurisqualus;Vulnerable
CARCHARHINIFORMES;SCYLIORHINIDAE;Schroederichthys tenuis;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus boa;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus cabofriensis;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus canicula;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus capensis;Near Threatened
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus cervigoni;Data Deficient
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus comoroensis;Data Deficient
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus garmani;Data Deficient
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus haeckelii;Data Deficient
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus hesperius;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus meadi;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus retifer;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus stellaris;Vulnerable
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus torazame;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus torrei;Least Concern
CARCHARHINIFORMES;SCYLIORHINIDAE;Scyliorhinus ugoi;Least Concern
SQUALIFORMES;SOMNIOSIDAE;Centroscymnus coelolepis;Near Threatened
SQUALIFORMES;SOMNIOSIDAE;Centroscymnus macracanthus;Data Deficient
SQUALIFORMES;SOMNIOSIDAE;Centroscymnus owstonii;Vulnerable
SQUALIFORMES;SOMNIOSIDAE;Centroselachus crepidater;Near Threatened
SQUALIFORMES;SOMNIOSIDAE;Scymnodalatias albicauda;Data Deficient
SQUALIFORMES;SOMNIOSIDAE;Scymnodalatias garricki;Data Deficient
SQUALIFORMES;SOMNIOSIDAE;Scymnodalatias oligodon;Least Concern
SQUALIFORMES;SOMNIOSIDAE;Scymnodalatias sherwoodi;Data Deficient
SQUALIFORMES;SOMNIOSIDAE;Scymnodon ichiharai;Vulnerable
SQUALIFORMES;SOMNIOSIDAE;Scymnodon plunketi;Vulnerable
SQUALIFORMES;SOMNIOSIDAE;Scymnodon ringens;Vulnerable
SQUALIFORMES;SOMNIOSIDAE;Somniosus antarcticus;Least Concern
SQUALIFORMES;SOMNIOSIDAE;Somniosus longus;Data Deficient
SQUALIFORMES;SOMNIOSIDAE;Somniosus microcephalus;Vulnerable
SQUALIFORMES;SOMNIOSIDAE;Somniosus pacificus;Near Threatened
SQUALIFORMES;SOMNIOSIDAE;Somniosus rostratus;Least Concern
SQUALIFORMES;SOMNIOSIDAE;Zameus squamulosus;Least Concern
CARCHARHINIFORMES;SPHYRNIDAE;Eusphyra blochii;Endangered
CARCHARHINIFORMES;SPHYRNIDAE;Sphyrna corona;Critically Endangered
CARCHARHINIFORMES;SPHYRNIDAE;Sphyrna gilberti;Data Deficient
CARCHARHINIFORMES;SPHYRNIDAE;Sphyrna lewini;Critically Endangered
CARCHARHINIFORMES;SPHYRNIDAE;Sphyrna media;Critically Endangered
CARCHARHINIFORMES;SPHYRNIDAE;Sphyrna mokarran;Critically Endangered
CARCHARHINIFORMES;SPHYRNIDAE;Sphyrna tiburo;Endangered
CARCHARHINIFORMES;SPHYRNIDAE;Sphyrna tudes;Critically Endangered
CARCHARHINIFORMES;SPHYRNIDAE;Sphyrna zygaena;Vulnerable
SQUALIFORMES;SQUALIDAE;Cirrhigaleus asper;Data Deficient
SQUALIFORMES;SQUALIDAE;Cirrhigaleus australis;Data Deficient
SQUALIFORMES;SQUALIDAE;Cirrhigaleus barbifer;Least Concern
SQUALIFORMES;SQUALIDAE;Squalus acanthias;Vulnerable
SQUALIFORMES;SQUALIDAE;Squalus acutipinnis;Near Threatened
SQUALIFORMES;SQUALIDAE;Squalus albicaudus;Data Deficient
SQUALIFORMES;SQUALIDAE;Squalus albifrons;Least Concern
SQUALIFORMES;SQUALIDAE;Squalus altipinnis;Data Deficient
SQUALIFORMES;SQUALIDAE;Squalus bahiensis;Data Deficient
SQUALIFORMES;SQUALIDAE;Squalus bassi;Least Concern
SQUALIFORMES;SQUALIDAE;Squalus blainville;Data Deficient
SQUALIFORMES;SQUALIDAE;Squalus boretzi;Near Threatened
SQUALIFORMES;SQUALIDAE;Squalus brevirostris;Endangered
SQUALIFORMES;SQUALIDAE;Squalus bucephalus;Data Deficient
SQUALIFORMES;SQUALIDAE;Squalus chloroculus;Endangered
SQUALIFORMES;SQUALIDAE;Squalus clarkae;Least Concern
SQUALIFORMES;SQUALIDAE;Squalus crassispinus;Least Concern
SQUALIFORMES;SQUALIDAE;Squalus cubensis;Least Concern
SQUALIFORMES;SQUALIDAE;Squalus edmundsi;Near Threatened
SQUALIFORMES;SQUALIDAE;Squalus formosus;Endangered
SQUALIFORMES;SQUALIDAE;Squalus grahami;Near Threatened
SQUALIFORMES;SQUALIDAE;Squalus griffini;Least Concern
SQUALIFORMES;SQUALIDAE;Squalus hawaiiensis;Least Concern
SQUALIFORMES;SQUALIDAE;Squalus hemipinnis;Vulnerable
SQUALIFORMES;SQUALIDAE;Squalus japonicus;Endangered
SQUALIFORMES;SQUALIDAE;Squalus lalannei;Least Concern
SQUALIFORMES;SQUALIDAE;Squalus lobularis;Data Deficient
SQUALIFORMES;SQUALIDAE;Squalus mahia;Data Deficient
SQUALIFORMES;SQUALIDAE;Squalus margaretsmithae;Least Concern
SQUALIFORMES;SQUALIDAE;Squalus megalops;Least Concern
SQUALIFORMES;SQUALIDAE;Squalus melanurus;Data Deficient
SQUALIFORMES;SQUALIDAE;Squalus mitsukurii;Endangered
SQUALIFORMES;SQUALIDAE;Squalus montalbani;Vulnerable
SQUALIFORMES;SQUALIDAE;Squalus nasutus;Near Threatened
SQUALIFORMES;SQUALIDAE;Squalus notocaudatus;Least Concern
SQUALIFORMES;SQUALIDAE;Squalus quasimodo;Data Deficient
SQUALIFORMES;SQUALIDAE;Squalus rancureli;Near Threatened
SQUALIFORMES;SQUALIDAE;Squalus raoulensis;Least Concern
SQUALIFORMES;SQUALIDAE;Squalus suckleyi;Least Concern
SQUATINIFORMES;SQUATINIDAE;Squatina aculeata;Critically Endangered
SQUATINIFORMES;SQUATINIDAE;Squatina africana;Near Threatened
SQUATINIFORMES;SQUATINIDAE;Squatina albipunctata;Vulnerable
SQUATINIFORMES;SQUATINIDAE;Squatina argentina;Critically Endangered
SQUATINIFORMES;SQUATINIDAE;Squatina armata;Critically Endangered
SQUATINIFORMES;SQUATINIDAE;Squatina australis;Least Concern
SQUATINIFORMES;SQUATINIDAE;Squatina caillieti;Data Deficient
SQUATINIFORMES;SQUATINIDAE;Squatina californica;Near Threatened
SQUATINIFORMES;SQUATINIDAE;Squatina david;Near Threatened
SQUATINIFORMES;SQUATINIDAE;Squatina dumeril;Least Concern
SQUATINIFORMES;SQUATINIDAE;Squatina formosa;Endangered
SQUATINIFORMES;SQUATINIDAE;Squatina guggenheim;Endangered
SQUATINIFORMES;SQUATINIDAE;Squatina japonica;Critically Endangered
SQUATINIFORMES;SQUATINIDAE;Squatina legnota;Critically Endangered
SQUATINIFORMES;SQUATINIDAE;Squatina nebulosa;Endangered
SQUATINIFORMES;SQUATINIDAE;Squatina occulta;Critically Endangered
SQUATINIFORMES;SQUATINIDAE;Squatina oculata;Critically Endangered
SQUATINIFORMES;SQUATINIDAE;Squatina pseudocellata;Least Concern
SQUATINIFORMES;SQUATINIDAE;Squatina squatina;Critically Endangered
SQUATINIFORMES;SQUATINIDAE;Squatina tergocellata;Least Concern
SQUATINIFORMES;SQUATINIDAE;Squatina tergocellatoides;Endangered
SQUATINIFORMES;SQUATINIDAE;Squatina varii;Least Concern
ORECTOLOBIFORMES;STEGOSTOMIDAE;Stegostoma tigrinum;Endangered
CARCHARHINIFORMES;TRIAKIDAE;Furgaleus macki;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Galeorhinus galeus;Critically Endangered
CARCHARHINIFORMES;TRIAKIDAE;Gogolia filewoodi;Data Deficient
CARCHARHINIFORMES;TRIAKIDAE;Hemitriakis abdita;Data Deficient
CARCHARHINIFORMES;TRIAKIDAE;Hemitriakis complicofasciata;Vulnerable
CARCHARHINIFORMES;TRIAKIDAE;Hemitriakis falcata;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Hemitriakis indroyonoi;Endangered
CARCHARHINIFORMES;TRIAKIDAE;Hemitriakis japanica;Endangered
CARCHARHINIFORMES;TRIAKIDAE;Hemitriakis leucoperiptera;Critically Endangered
CARCHARHINIFORMES;TRIAKIDAE;Hypogaleus hyugaensis;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Iago garricki;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Iago omanensis;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Mustelus albipinnis;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Mustelus antarcticus;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Mustelus asterias;Near Threatened
CARCHARHINIFORMES;TRIAKIDAE;Mustelus californicus;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Mustelus canis;Near Threatened
CARCHARHINIFORMES;TRIAKIDAE;Mustelus dorsalis;Vulnerable
CARCHARHINIFORMES;TRIAKIDAE;Mustelus fasciatus;Critically Endangered
CARCHARHINIFORMES;TRIAKIDAE;Mustelus griseus;Endangered
CARCHARHINIFORMES;TRIAKIDAE;Mustelus henlei;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Mustelus higmani;Endangered
CARCHARHINIFORMES;TRIAKIDAE;Mustelus lenticulatus;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Mustelus lunulatus;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Mustelus manazo;Endangered
CARCHARHINIFORMES;TRIAKIDAE;Mustelus mento;Critically Endangered
CARCHARHINIFORMES;TRIAKIDAE;Mustelus minicanis;Endangered
CARCHARHINIFORMES;TRIAKIDAE;Mustelus mosis;Near Threatened
CARCHARHINIFORMES;TRIAKIDAE;Mustelus mustelus;Endangered
CARCHARHINIFORMES;TRIAKIDAE;Mustelus norrisi;Near Threatened
CARCHARHINIFORMES;TRIAKIDAE;Mustelus palumbes;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Mustelus punctulatus;Vulnerable
CARCHARHINIFORMES;TRIAKIDAE;Mustelus ravidus;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Mustelus schmitti;Critically Endangered
CARCHARHINIFORMES;TRIAKIDAE;Mustelus sinusmexicanus;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Mustelus stevensi;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Mustelus walkeri;Data Deficient
CARCHARHINIFORMES;TRIAKIDAE;Mustelus whitneyi;Critically Endangered
CARCHARHINIFORMES;TRIAKIDAE;Mustelus widodoi;Vulnerable
CARCHARHINIFORMES;TRIAKIDAE;Scylliogaleus quecketti;Vulnerable
CARCHARHINIFORMES;TRIAKIDAE;Triakis acutipinna;Endangered
CARCHARHINIFORMES;TRIAKIDAE;Triakis maculata;Critically Endangered
CARCHARHINIFORMES;TRIAKIDAE;Triakis megalopterus;Least Concern
CARCHARHINIFORMES;TRIAKIDAE;Triakis scyllium;Endangered
CARCHARHINIFORMES;TRIAKIDAE;Triakis semifasciata;Least Concern